time_us,event_type,seq,board_time_us,reference_time_us,pps_status,note
5650000,IMU_SAMPLE,565,5650000,,0,
5660000,IMU_SAMPLE,566,5660000,,0,
5670000,IMU_SAMPLE,567,5670000,,0,
5680000,IMU_SAMPLE,568,5680000,,0,
5690000,IMU_SAMPLE,569,5690000,,0,
5700000,IMU_SAMPLE,570,5700000,,0,
5710000,IMU_SAMPLE,571,5710000,,0,
5720000,IMU_SAMPLE,572,5720000,,0,
5730000,IMU_SAMPLE,573,5730000,,0,
5740000,IMU_SAMPLE,574,5740000,,0,
5750000,IMU_SAMPLE,575,5750000,,0,
5760000,IMU_SAMPLE,576,5760000,,0,
5770000,IMU_SAMPLE,577,5770000,,0,
5780000,IMU_SAMPLE,578,5780000,,0,
5790000,IMU_SAMPLE,579,5790000,,0,
5800000,IMU_SAMPLE,580,5800000,,0,
5810000,IMU_SAMPLE,581,5810000,,0,
5820000,IMU_SAMPLE,582,5820000,,0,
5830000,IMU_SAMPLE,583,5830000,,0,
5840000,IMU_SAMPLE,584,5840000,,0,
5850000,IMU_SAMPLE,585,5850000,,0,
5860000,IMU_SAMPLE,586,5860000,,0,
5870000,IMU_SAMPLE,587,5870000,,0,
5880000,IMU_SAMPLE,588,5880000,,0,
5890000,IMU_SAMPLE,589,5890000,,0,
5900000,IMU_SAMPLE,590,5900000,,0,
5910000,IMU_SAMPLE,591,5910000,,0,
5920000,IMU_SAMPLE,592,5920000,,0,
5930000,IMU_SAMPLE,593,5930000,,0,
5940000,IMU_SAMPLE,594,5940000,,0,
5950000,IMU_SAMPLE,595,5950000,,0,
5960000,IMU_SAMPLE,596,5960000,,0,
5970000,IMU_SAMPLE,597,5970000,,0,
5980000,IMU_SAMPLE,598,5980000,,0,
5990000,IMU_SAMPLE,599,5990000,,0,
6000000,PPS_EDGE,600,6000000,6000206,1,
6010000,IMU_SAMPLE,601,6010000,,0,
6020000,IMU_SAMPLE,602,6020000,,0,
6030000,IMU_SAMPLE,603,6030000,,0,
6040000,IMU_SAMPLE,604,6040000,,0,
6050000,IMU_SAMPLE,605,6050000,,0,
6060000,IMU_SAMPLE,606,6060000,,0,
6070000,IMU_SAMPLE,607,6070000,,0,
6080000,IMU_SAMPLE,608,6080000,,0,
6090000,IMU_SAMPLE,609,6090000,,0,
6100000,IMU_SAMPLE,610,6100000,,0,
6110000,IMU_SAMPLE,611,6110000,,0,
6120000,IMU_SAMPLE,612,6120000,,0,
6130000,IMU_SAMPLE,613,6130000,,0,
6140000,IMU_SAMPLE,614,6140000,,0,
6150000,IMU_SAMPLE,615,6150000,,0,
6160000,IMU_SAMPLE,616,6160000,,0,
6170000,IMU_SAMPLE,617,6170000,,0,
6180000,IMU_SAMPLE,618,6180000,,0,
6190000,IMU_SAMPLE,619,6190000,,0,
6200000,IMU_SAMPLE,620,6200000,,0,
6210000,IMU_SAMPLE,621,6210000,,0,
6220000,IMU_SAMPLE,622,6220000,,0,
6230000,IMU_SAMPLE,623,6230000,,0,
6240000,IMU_SAMPLE,624,6240000,,0,
6250000,IMU_SAMPLE,625,6250000,,0,
6260000,IMU_SAMPLE,626,6260000,,0,
6270000,IMU_SAMPLE,627,6270000,,0,
6280000,IMU_SAMPLE,628,6280000,,0,
6290000,IMU_SAMPLE,629,6290000,,0,
6300000,IMU_SAMPLE,630,6300000,,0,
6310000,IMU_SAMPLE,631,6310000,,0,
6320000,IMU_SAMPLE,632,6320000,,0,
6330000,IMU_SAMPLE,633,6330000,,0,
6340000,IMU_SAMPLE,634,6340000,,0,
6350000,IMU_SAMPLE,635,6350000,,0,
6360000,IMU_SAMPLE,636,6360000,,0,
6370000,IMU_SAMPLE,637,6370000,,0,
6380000,IMU_SAMPLE,638,6380000,,0,
6390000,IMU_SAMPLE,639,6390000,,0,
6400000,IMU_SAMPLE,640,6400000,,0,
6410000,IMU_SAMPLE,641,6410000,,0,
6420000,IMU_SAMPLE,642,6420000,,0,
6430000,IMU_SAMPLE,643,6430000,,0,
6440000,IMU_SAMPLE,644,6440000,,0,
6450000,IMU_SAMPLE,645,6450000,,0,
6460000,IMU_SAMPLE,646,6460000,,0,
6470000,IMU_SAMPLE,647,6470000,,0,
6480000,IMU_SAMPLE,648,6480000,,0,
6490000,IMU_SAMPLE,649,6490000,,0,
6500000,IMU_SAMPLE,650,6500000,,0,
6510000,IMU_SAMPLE,651,6510000,,0,
6520000,IMU_SAMPLE,652,6520000,,0,
6530000,IMU_SAMPLE,653,6530000,,0,
6540000,IMU_SAMPLE,654,6540000,,0,
6550000,IMU_SAMPLE,655,6550000,,0,
6560000,IMU_SAMPLE,656,6560000,,0,
6570000,IMU_SAMPLE,657,6570000,,0,
6580000,IMU_SAMPLE,658,6580000,,0,
6590000,IMU_SAMPLE,659,6590000,,0,
6600000,IMU_SAMPLE,660,6600000,,0,
6610000,IMU_SAMPLE,661,6610000,,0,
6620000,IMU_SAMPLE,662,6620000,,0,
6630000,IMU_SAMPLE,663,6630000,,0,
6640000,IMU_SAMPLE,664,6640000,,0,
6650000,IMU_SAMPLE,665,6650000,,0,
6660000,IMU_SAMPLE,666,6660000,,0,
6670000,IMU_SAMPLE,667,6670000,,0,
6680000,IMU_SAMPLE,668,6680000,,0,
6690000,IMU_SAMPLE,669,6690000,,0,
6700000,IMU_SAMPLE,670,6700000,,0,
6710000,IMU_SAMPLE,671,6710000,,0,
6720000,IMU_SAMPLE,672,6720000,,0,
6730000,IMU_SAMPLE,673,6730000,,0,
6740000,IMU_SAMPLE,674,6740000,,0,
6750000,IMU_SAMPLE,675,6750000,,0,
6760000,IMU_SAMPLE,676,6760000,,0,
6770000,IMU_SAMPLE,677,6770000,,0,
6780000,IMU_SAMPLE,678,6780000,,0,
6790000,IMU_SAMPLE,679,6790000,,0,
6800000,IMU_SAMPLE,680,6800000,,0,
6810000,IMU_SAMPLE,681,6810000,,0,
6820000,IMU_SAMPLE,682,6820000,,0,
6830000,IMU_SAMPLE,683,6830000,,0,
6840000,IMU_SAMPLE,684,6840000,,0,
6850000,IMU_SAMPLE,685,6850000,,0,
6860000,IMU_SAMPLE,686,6860000,,0,
6870000,IMU_SAMPLE,687,6870000,,0,
6880000,IMU_SAMPLE,688,6880000,,0,
6890000,IMU_SAMPLE,689,6890000,,0,
6900000,IMU_SAMPLE,690,6900000,,0,
6910000,IMU_SAMPLE,691,6910000,,0,
6920000,IMU_SAMPLE,692,6920000,,0,
6930000,IMU_SAMPLE,693,6930000,,0,
6940000,IMU_SAMPLE,694,6940000,,0,
6950000,IMU_SAMPLE,695,6950000,,0,
6960000,IMU_SAMPLE,696,6960000,,0,
6970000,IMU_SAMPLE,697,6970000,,0,
6980000,IMU_SAMPLE,698,6980000,,0,
6990000,IMU_SAMPLE,699,6990000,,0,
7000000,PPS_EDGE,700,7000000,7000194,1,
7010000,IMU_SAMPLE,701,7010000,,0,
7020000,IMU_SAMPLE,702,7020000,,0,
7030000,IMU_SAMPLE,703,7030000,,0,
7040000,IMU_SAMPLE,704,7040000,,0,
7050000,IMU_SAMPLE,705,7050000,,0,
7060000,IMU_SAMPLE,706,7060000,,0,
7070000,IMU_SAMPLE,707,7070000,,0,
7080000,IMU_SAMPLE,708,7080000,,0,
7090000,IMU_SAMPLE,709,7090000,,0,
7100000,IMU_SAMPLE,710,7100000,,0,
7110000,IMU_SAMPLE,711,7110000,,0,
7120000,IMU_SAMPLE,712,7120000,,0,
7130000,IMU_SAMPLE,713,7130000,,0,
7140000,IMU_SAMPLE,714,7140000,,0,
7150000,IMU_SAMPLE,715,7150000,,0,
7160000,IMU_SAMPLE,716,7160000,,0,
7170000,IMU_SAMPLE,717,7170000,,0,
7180000,IMU_SAMPLE,718,7180000,,0,
7190000,IMU_SAMPLE,719,7190000,,0,
7200000,IMU_SAMPLE,720,7200000,,0,
7210000,IMU_SAMPLE,721,7210000,,0,
7220000,IMU_SAMPLE,722,7220000,,0,
7230000,IMU_SAMPLE,723,7230000,,0,
7240000,IMU_SAMPLE,724,7240000,,0,
7250000,IMU_SAMPLE,725,7250000,,0,
7260000,IMU_SAMPLE,726,7260000,,0,
7270000,IMU_SAMPLE,727,7270000,,0,
7280000,IMU_SAMPLE,728,7280000,,0,
7290000,IMU_SAMPLE,729,7290000,,0,
7300000,IMU_SAMPLE,730,7300000,,0,
7310000,IMU_SAMPLE,731,7310000,,0,
7320000,IMU_SAMPLE,732,7320000,,0,
7330000,IMU_SAMPLE,733,7330000,,0,
7340000,IMU_SAMPLE,734,7340000,,0,
7350000,IMU_SAMPLE,735,7350000,,0,
7360000,IMU_SAMPLE,736,7360000,,0,
7370000,IMU_SAMPLE,737,7370000,,0,
7380000,IMU_SAMPLE,738,7380000,,0,
7390000,IMU_SAMPLE,739,7390000,,0,
7400000,IMU_SAMPLE,740,7400000,,0,
7410000,IMU_SAMPLE,741,7410000,,0,
7420000,IMU_SAMPLE,742,7420000,,0,
7430000,IMU_SAMPLE,743,7430000,,0,
7440000,IMU_SAMPLE,744,7440000,,0,
7450000,IMU_SAMPLE,745,7450000,,0,
7460000,IMU_SAMPLE,746,7460000,,0,
7470000,IMU_SAMPLE,747,7470000,,0,
7480000,IMU_SAMPLE,748,7480000,,0,
7490000,IMU_SAMPLE,749,7490000,,0,
7500000,IMU_SAMPLE,750,7500000,,0,
7510000,IMU_SAMPLE,751,7510000,,0,
7520000,IMU_SAMPLE,752,7520000,,0,
7530000,IMU_SAMPLE,753,7530000,,0,
7540000,IMU_SAMPLE,754,7540000,,0,
7550000,IMU_SAMPLE,755,7550000,,0,
7560000,IMU_SAMPLE,756,7560000,,0,
7570000,IMU_SAMPLE,757,7570000,,0,
7580000,IMU_SAMPLE,758,7580000,,0,
7590000,IMU_SAMPLE,759,7590000,,0,
7600000,IMU_SAMPLE,760,7600000,,0,
7610000,IMU_SAMPLE,761,7610000,,0,
7620000,IMU_SAMPLE,762,7620000,,0,
7630000,IMU_SAMPLE,763,7630000,,0,
7640000,IMU_SAMPLE,764,7640000,,0,
7650000,IMU_SAMPLE,765,7650000,,0,
7660000,IMU_SAMPLE,766,7660000,,0,
7670000,IMU_SAMPLE,767,7670000,,0,
7680000,IMU_SAMPLE,768,7680000,,0,
7690000,IMU_SAMPLE,769,7690000,,0,
7700000,IMU_SAMPLE,770,7700000,,0,
7710000,IMU_SAMPLE,771,7710000,,0,
7720000,IMU_SAMPLE,772,7720000,,0,
7730000,IMU_SAMPLE,773,7730000,,0,
7740000,IMU_SAMPLE,774,7740000,,0,
7750000,IMU_SAMPLE,775,7750000,,0,
7760000,IMU_SAMPLE,776,7760000,,0,
7770000,IMU_SAMPLE,777,7770000,,0,
7780000,IMU_SAMPLE,778,7780000,,0,
7790000,IMU_SAMPLE,779,7790000,,0,
7800000,IMU_SAMPLE,780,7800000,,0,
7810000,IMU_SAMPLE,781,7810000,,0,
7820000,IMU_SAMPLE,782,7820000,,0,
7830000,IMU_SAMPLE,783,7830000,,0,
7840000,IMU_SAMPLE,784,7840000,,0,
7850000,IMU_SAMPLE,785,7850000,,0,
7860000,IMU_SAMPLE,786,7860000,,0,
7870000,IMU_SAMPLE,787,7870000,,0,
7880000,IMU_SAMPLE,788,7880000,,0,
7890000,IMU_SAMPLE,789,7890000,,0,
7900000,IMU_SAMPLE,790,7900000,,0,
7910000,IMU_SAMPLE,791,7910000,,0,
7920000,IMU_SAMPLE,792,7920000,,0,
7930000,IMU_SAMPLE,793,7930000,,0,
7940000,IMU_SAMPLE,794,7940000,,0,
7950000,IMU_SAMPLE,795,7950000,,0,
7960000,IMU_SAMPLE,796,7960000,,0,
7970000,IMU_SAMPLE,797,7970000,,0,
7980000,IMU_SAMPLE,798,7980000,,0,
7990000,IMU_SAMPLE,799,7990000,,0,
8000000,PPS_EDGE,800,8000000,8000195,1,
8010000,IMU_SAMPLE,801,8010000,,0,
8020000,IMU_SAMPLE,802,8020000,,0,
8030000,IMU_SAMPLE,803,8030000,,0,
8040000,IMU_SAMPLE,804,8040000,,0,
8050000,IMU_SAMPLE,805,8050000,,0,
8060000,IMU_SAMPLE,806,8060000,,0,
8070000,IMU_SAMPLE,807,8070000,,0,
8080000,IMU_SAMPLE,808,8080000,,0,
8090000,IMU_SAMPLE,809,8090000,,0,
8100000,IMU_SAMPLE,810,8100000,,0,
8110000,IMU_SAMPLE,811,8110000,,0,
8120000,IMU_SAMPLE,812,8120000,,0,
8130000,IMU_SAMPLE,813,8130000,,0,
8140000,IMU_SAMPLE,814,8140000,,0,
8150000,IMU_SAMPLE,815,8150000,,0,
8160000,IMU_SAMPLE,816,8160000,,0,
8170000,IMU_SAMPLE,817,8170000,,0,
8180000,IMU_SAMPLE,818,8180000,,0,
8190000,IMU_SAMPLE,819,8190000,,0,
8200000,IMU_SAMPLE,820,8200000,,0,
8210000,IMU_SAMPLE,821,8210000,,0,
8220000,IMU_SAMPLE,822,8220000,,0,
8230000,IMU_SAMPLE,823,8230000,,0,
8240000,IMU_SAMPLE,824,8240000,,0,
8250000,IMU_SAMPLE,825,8250000,,0,
8260000,IMU_SAMPLE,826,8260000,,0,
8270000,IMU_SAMPLE,827,8270000,,0,
8280000,IMU_SAMPLE,828,8280000,,0,
8290000,IMU_SAMPLE,829,8290000,,0,
8300000,IMU_SAMPLE,830,8300000,,0,
8310000,IMU_SAMPLE,831,8310000,,0,
8320000,IMU_SAMPLE,832,8320000,,0,
8330000,IMU_SAMPLE,833,8330000,,0,
8340000,IMU_SAMPLE,834,8340000,,0,
8350000,IMU_SAMPLE,835,8350000,,0,
8360000,IMU_SAMPLE,836,8360000,,0,
8370000,IMU_SAMPLE,837,8370000,,0,
8380000,IMU_SAMPLE,838,8380000,,0,
8390000,IMU_SAMPLE,839,8390000,,0,
8400000,IMU_SAMPLE,840,8400000,,0,
8410000,IMU_SAMPLE,841,8410000,,0,
8420000,IMU_SAMPLE,842,8420000,,0,
8430000,IMU_SAMPLE,843,8430000,,0,
8440000,IMU_SAMPLE,844,8440000,,0,
8450000,IMU_SAMPLE,845,8450000,,0,
8460000,IMU_SAMPLE,846,8460000,,0,
8470000,IMU_SAMPLE,847,8470000,,0,
8480000,IMU_SAMPLE,848,8480000,,0,
8490000,IMU_SAMPLE,849,8490000,,0,
8500000,IMU_SAMPLE,850,8500000,,0,
8510000,IMU_SAMPLE,851,8510000,,0,
8520000,IMU_SAMPLE,852,8520000,,0,
8530000,IMU_SAMPLE,853,8530000,,0,
8540000,IMU_SAMPLE,854,8540000,,0,
8550000,IMU_SAMPLE,855,8550000,,0,
8560000,IMU_SAMPLE,856,8560000,,0,
8570000,IMU_SAMPLE,857,8570000,,0,
8580000,IMU_SAMPLE,858,8580000,,0,
8590000,IMU_SAMPLE,859,8590000,,0,
8600000,IMU_SAMPLE,860,8600000,,0,
8610000,IMU_SAMPLE,861,8610000,,0,
8620000,IMU_SAMPLE,862,8620000,,0,
8630000,IMU_SAMPLE,863,8630000,,0,
8640000,IMU_SAMPLE,864,8640000,,0,
8650000,IMU_SAMPLE,865,8650000,,0,
8660000,IMU_SAMPLE,866,8660000,,0,
8670000,IMU_SAMPLE,867,8670000,,0,
8680000,IMU_SAMPLE,868,8680000,,0,
8690000,IMU_SAMPLE,869,8690000,,0,
8700000,IMU_SAMPLE,870,8700000,,0,
8710000,IMU_SAMPLE,871,8710000,,0,
8720000,IMU_SAMPLE,872,8720000,,0,
8730000,IMU_SAMPLE,873,8730000,,0,
8740000,IMU_SAMPLE,874,8740000,,0,
8750000,IMU_SAMPLE,875,8750000,,0,
8760000,IMU_SAMPLE,876,8760000,,0,
8770000,IMU_SAMPLE,877,8770000,,0,
8780000,IMU_SAMPLE,878,8780000,,0,
8790000,IMU_SAMPLE,879,8790000,,0,
8800000,IMU_SAMPLE,880,8800000,,0,
8810000,IMU_SAMPLE,881,8810000,,0,
8820000,IMU_SAMPLE,882,8820000,,0,
8830000,IMU_SAMPLE,883,8830000,,0,
8840000,IMU_SAMPLE,884,8840000,,0,
8850000,IMU_SAMPLE,885,8850000,,0,
8860000,IMU_SAMPLE,886,8860000,,0,
8870000,IMU_SAMPLE,887,8870000,,0,
8880000,IMU_SAMPLE,888,8880000,,0,
8890000,IMU_SAMPLE,889,8890000,,0,
8900000,IMU_SAMPLE,890,8900000,,0,
8910000,IMU_SAMPLE,891,8910000,,0,
8920000,IMU_SAMPLE,892,8920000,,0,
8930000,IMU_SAMPLE,893,8930000,,0,
8940000,IMU_SAMPLE,894,8940000,,0,
8950000,IMU_SAMPLE,895,8950000,,0,
8960000,IMU_SAMPLE,896,8960000,,0,
8970000,IMU_SAMPLE,897,8970000,,0,
8980000,IMU_SAMPLE,898,8980000,,0,
8990000,IMU_SAMPLE,899,8990000,,0,
9000000,PPS_EDGE,900,9000000,9000202,1,
9010000,IMU_SAMPLE,901,9010000,,0,
9020000,IMU_SAMPLE,902,9020000,,0,
9030000,IMU_SAMPLE,903,9030000,,0,
9040000,IMU_SAMPLE,904,9040000,,0,
9050000,IMU_SAMPLE,905,9050000,,0,
9060000,IMU_SAMPLE,906,9060000,,0,
9070000,IMU_SAMPLE,907,9070000,,0,
9080000,IMU_SAMPLE,908,9080000,,0,
9090000,IMU_SAMPLE,909,9090000,,0,
9100000,IMU_SAMPLE,910,9100000,,0,
9110000,IMU_SAMPLE,911,9110000,,0,
9120000,IMU_SAMPLE,912,9120000,,0,
9130000,IMU_SAMPLE,913,9130000,,0,
9140000,IMU_SAMPLE,914,9140000,,0,
9150000,IMU_SAMPLE,915,9150000,,0,
9160000,IMU_SAMPLE,916,9160000,,0,
9170000,IMU_SAMPLE,917,9170000,,0,
9180000,IMU_SAMPLE,918,9180000,,0,
9190000,IMU_SAMPLE,919,9190000,,0,
9200000,IMU_SAMPLE,920,9200000,,0,
9210000,IMU_SAMPLE,921,9210000,,0,
9220000,IMU_SAMPLE,922,9220000,,0,
9230000,IMU_SAMPLE,923,9230000,,0,
9240000,IMU_SAMPLE,924,9240000,,0,
9250000,IMU_SAMPLE,925,9250000,,0,
9260000,IMU_SAMPLE,926,9260000,,0,
9270000,IMU_SAMPLE,927,9270000,,0,
9280000,IMU_SAMPLE,928,9280000,,0,
9290000,IMU_SAMPLE,929,9290000,,0,
9300000,IMU_SAMPLE,930,9300000,,0,
9310000,IMU_SAMPLE,931,9310000,,0,
9320000,IMU_SAMPLE,932,9320000,,0,
9330000,IMU_SAMPLE,933,9330000,,0,
9340000,IMU_SAMPLE,934,9340000,,0,
9350000,IMU_SAMPLE,935,9350000,,0,
9360000,IMU_SAMPLE,936,9360000,,0,
9370000,IMU_SAMPLE,937,9370000,,0,
9380000,IMU_SAMPLE,938,9380000,,0,
9390000,IMU_SAMPLE,939,9390000,,0,
9400000,IMU_SAMPLE,940,9400000,,0,
9410000,IMU_SAMPLE,941,9410000,,0,
9420000,IMU_SAMPLE,942,9420000,,0,
9430000,IMU_SAMPLE,943,9430000,,0,
9440000,IMU_SAMPLE,944,9440000,,0,
9450000,IMU_SAMPLE,945,9450000,,0,
9460000,IMU_SAMPLE,946,9460000,,0,
9470000,IMU_SAMPLE,947,9470000,,0,
9480000,IMU_SAMPLE,948,9480000,,0,
9490000,IMU_SAMPLE,949,9490000,,0,
9500000,IMU_SAMPLE,950,9500000,,0,
9510000,IMU_SAMPLE,951,9510000,,0,
9520000,IMU_SAMPLE,952,9520000,,0,
9530000,IMU_SAMPLE,953,9530000,,0,
9540000,IMU_SAMPLE,954,9540000,,0,
9550000,IMU_SAMPLE,955,9550000,,0,
9560000,IMU_SAMPLE,956,9560000,,0,
9570000,IMU_SAMPLE,957,9570000,,0,
9580000,IMU_SAMPLE,958,9580000,,0,
9590000,IMU_SAMPLE,959,9590000,,0,
9600000,IMU_SAMPLE,960,9600000,,0,
9610000,IMU_SAMPLE,961,9610000,,0,
9620000,IMU_SAMPLE,962,9620000,,0,
9630000,IMU_SAMPLE,963,9630000,,0,
9640000,IMU_SAMPLE,964,9640000,,0,
9650000,IMU_SAMPLE,965,9650000,,0,
9660000,IMU_SAMPLE,966,9660000,,0,
9670000,IMU_SAMPLE,967,9670000,,0,
9680000,IMU_SAMPLE,968,9680000,,0,
9690000,IMU_SAMPLE,969,9690000,,0,
9700000,IMU_SAMPLE,970,9700000,,0,
9710000,IMU_SAMPLE,971,9710000,,0,
9720000,IMU_SAMPLE,972,9720000,,0,
9730000,IMU_SAMPLE,973,9730000,,0,
9740000,IMU_SAMPLE,974,9740000,,0,
9750000,IMU_SAMPLE,975,9750000,,0,
9760000,IMU_SAMPLE,976,9760000,,0,
9770000,IMU_SAMPLE,977,9770000,,0,
9780000,IMU_SAMPLE,978,9780000,,0,
9790000,IMU_SAMPLE,979,9790000,,0,
9800000,IMU_SAMPLE,980,9800000,,0,
9810000,IMU_SAMPLE,981,9810000,,0,
9820000,IMU_SAMPLE,982,9820000,,0,
9830000,IMU_SAMPLE,983,9830000,,0,
9840000,IMU_SAMPLE,984,9840000,,0,
9850000,IMU_SAMPLE,985,9850000,,0,
9860000,IMU_SAMPLE,986,9860000,,0,
9870000,IMU_SAMPLE,987,9870000,,0,
9880000,IMU_SAMPLE,988,9880000,,0,
9890000,IMU_SAMPLE,989,9890000,,0,
9900000,IMU_SAMPLE,990,9900000,,0,
9910000,IMU_SAMPLE,991,9910000,,0,
9920000,IMU_SAMPLE,992,9920000,,0,
9930000,IMU_SAMPLE,993,9930000,,0,
9940000,IMU_SAMPLE,994,9940000,,0,
9950000,IMU_SAMPLE,995,9950000,,0,
9960000,IMU_SAMPLE,996,9960000,,0,
9970000,IMU_SAMPLE,997,9970000,,0,
9980000,IMU_SAMPLE,998,9980000,,0,
9990000,IMU_SAMPLE,999,9990000,,0,
10000000,PPS_EDGE,1000,10000000,10000204,1,
10010000,IMU_SAMPLE,1001,10010000,,0,
10020000,IMU_SAMPLE,1002,10020000,,0,
10030000,IMU_SAMPLE,1003,10030000,,0,
10040000,IMU_SAMPLE,1004,10040000,,0,
10050000,IMU_SAMPLE,1005,10050000,,0,
10060000,IMU_SAMPLE,1006,10060000,,0,
10070000,IMU_SAMPLE,1007,10070000,,0,
10080000,IMU_SAMPLE,1008,10080000,,0,
10090000,IMU_SAMPLE,1009,10090000,,0,
10100000,IMU_SAMPLE,1010,10100000,,0,
10110000,IMU_SAMPLE,1011,10110000,,0,
10120000,IMU_SAMPLE,1012,10120000,,0,
10130000,IMU_SAMPLE,1013,10130000,,0,
10140000,IMU_SAMPLE,1014,10140000,,0,
10150000,IMU_SAMPLE,1015,10150000,,0,
10160000,IMU_SAMPLE,1016,10160000,,0,
10170000,IMU_SAMPLE,1017,10170000,,0,
10180000,IMU_SAMPLE,1018,10180000,,0,
10190000,IMU_SAMPLE,1019,10190000,,0,
10200000,IMU_SAMPLE,1020,10200000,,0,
10210000,IMU_SAMPLE,1021,10210000,,0,
10220000,IMU_SAMPLE,1022,10220000,,0,
10230000,IMU_SAMPLE,1023,10230000,,0,
10240000,IMU_SAMPLE,1024,10240000,,0,
10250000,IMU_SAMPLE,1025,10250000,,0,
10260000,IMU_SAMPLE,1026,10260000,,0,
10270000,IMU_SAMPLE,1027,10270000,,0,
10280000,IMU_SAMPLE,1028,10280000,,0,
10290000,IMU_SAMPLE,1029,10290000,,0,
10300000,IMU_SAMPLE,1030,10300000,,0,
10310000,IMU_SAMPLE,1031,10310000,,0,
10320000,IMU_SAMPLE,1032,10320000,,0,
10330000,IMU_SAMPLE,1033,10330000,,0,
10340000,IMU_SAMPLE,1034,10340000,,0,
10350000,IMU_SAMPLE,1035,10350000,,0,
10360000,IMU_SAMPLE,1036,10360000,,0,
10370000,IMU_SAMPLE,1037,10370000,,0,
10380000,IMU_SAMPLE,1038,10380000,,0,
10390000,IMU_SAMPLE,1039,10390000,,0,
10400000,IMU_SAMPLE,1040,10400000,,0,
10410000,IMU_SAMPLE,1041,10410000,,0,
10420000,IMU_SAMPLE,1042,10420000,,0,
10430000,IMU_SAMPLE,1043,10430000,,0,
10440000,IMU_SAMPLE,1044,10440000,,0,
10450000,IMU_SAMPLE,1045,10450000,,0,
10460000,IMU_SAMPLE,1046,10460000,,0,
10470000,IMU_SAMPLE,1047,10470000,,0,
10480000,IMU_SAMPLE,1048,10480000,,0,
10490000,IMU_SAMPLE,1049,10490000,,0,
10500000,IMU_SAMPLE,1050,10500000,,0,
10510000,IMU_SAMPLE,1051,10510000,,0,
10520000,IMU_SAMPLE,1052,10520000,,0,
10530000,IMU_SAMPLE,1053,10530000,,0,
10540000,IMU_SAMPLE,1054,10540000,,0,
10550000,IMU_SAMPLE,1055,10550000,,0,
10560000,IMU_SAMPLE,1056,10560000,,0,
10570000,IMU_SAMPLE,1057,10570000,,0,
10580000,IMU_SAMPLE,1058,10580000,,0,
10590000,IMU_SAMPLE,1059,10590000,,0,
10600000,IMU_SAMPLE,1060,10600000,,0,
10610000,IMU_SAMPLE,1061,10610000,,0,
10620000,IMU_SAMPLE,1062,10620000,,0,
10630000,IMU_SAMPLE,1063,10630000,,0,
10640000,IMU_SAMPLE,1064,10640000,,0,
10650000,IMU_SAMPLE,1065,10650000,,0,
10660000,IMU_SAMPLE,1066,10660000,,0,
10670000,IMU_SAMPLE,1067,10670000,,0,
10680000,IMU_SAMPLE,1068,10680000,,0,
10690000,IMU_SAMPLE,1069,10690000,,0,
10700000,IMU_SAMPLE,1070,10700000,,0,
10710000,IMU_SAMPLE,1071,10710000,,0,
10720000,IMU_SAMPLE,1072,10720000,,0,
10730000,IMU_SAMPLE,1073,10730000,,0,
10740000,IMU_SAMPLE,1074,10740000,,0,
10750000,IMU_SAMPLE,1075,10750000,,0,
10760000,IMU_SAMPLE,1076,10760000,,0,
10770000,IMU_SAMPLE,1077,10770000,,0,
10780000,IMU_SAMPLE,1078,10780000,,0,
10790000,IMU_SAMPLE,1079,10790000,,0,
10800000,IMU_SAMPLE,1080,10800000,,0,
10810000,IMU_SAMPLE,1081,10810000,,0,
10820000,IMU_SAMPLE,1082,10820000,,0,
10830000,IMU_SAMPLE,1083,10830000,,0,
10840000,IMU_SAMPLE,1084,10840000,,0,
10850000,IMU_SAMPLE,1085,10850000,,0,
10860000,IMU_SAMPLE,1086,10860000,,0,
10870000,IMU_SAMPLE,1087,10870000,,0,
10880000,IMU_SAMPLE,1088,10880000,,0,
10890000,IMU_SAMPLE,1089,10890000,,0,
10900000,IMU_SAMPLE,1090,10900000,,0,
10910000,IMU_SAMPLE,1091,10910000,,0,
10920000,IMU_SAMPLE,1092,10920000,,0,
10930000,IMU_SAMPLE,1093,10930000,,0,
10940000,IMU_SAMPLE,1094,10940000,,0,
10950000,IMU_SAMPLE,1095,10950000,,0,
10960000,IMU_SAMPLE,1096,10960000,,0,
10970000,IMU_SAMPLE,1097,10970000,,0,
10980000,IMU_SAMPLE,1098,10980000,,0,
10990000,IMU_SAMPLE,1099,10990000,,0,
11000000,PPS_EDGE,1100,11000000,11000223,1,
11010000,IMU_SAMPLE,1101,11010000,,0,
11020000,IMU_SAMPLE,1102,11020000,,0,
11030000,IMU_SAMPLE,1103,11030000,,0,
11040000,IMU_SAMPLE,1104,11040000,,0,
11050000,IMU_SAMPLE,1105,11050000,,0,
11060000,IMU_SAMPLE,1106,11060000,,0,
11070000,IMU_SAMPLE,1107,11070000,,0,
11080000,IMU_SAMPLE,1108,11080000,,0,
11090000,IMU_SAMPLE,1109,11090000,,0,
11100000,IMU_SAMPLE,1110,11100000,,0,
11110000,IMU_SAMPLE,1111,11110000,,0,
11120000,IMU_SAMPLE,1112,11120000,,0,
11130000,IMU_SAMPLE,1113,11130000,,0,
11140000,IMU_SAMPLE,1114,11140000,,0,
11150000,IMU_SAMPLE,1115,11150000,,0,
11160000,IMU_SAMPLE,1116,11160000,,0,
11170000,IMU_SAMPLE,1117,11170000,,0,
